Make,Model,Buyer Gender,Buyer Age,Country,City,Color,New Car,Purchase Date,Sale Price,Resell Price,5-yr Depreciation,Top Speed,0-60 Time
Jeep,Cherokee,Male,49,China,Shuanggang,Pink,FALSE,29/12/2004,21765.68,30854.06,0.07,164.6,2.5
Buick,Regal,Male,31,Malawi,Mchinji,Puce,TRUE,26/05/2016,38485.82,12862.15,0.04,198.2,5.8
GMC,Savana 3500,Female,30,China,Dongcheng,Turquoise,FALSE,24/10/2010,57929.79,26002.3,0.24,231.9,2.2
BMW,X3,Male,41,Russia,Petrovsk,Orange,TRUE,31/05/2018,64290.17,28746.13,0.14,166.7,9.6
Chevrolet,HHR,Female,54,Indonesia,Koroyo,Turquoise,TRUE,02/12/2007,63938.33,37697.64,0.18,191.3,7.6
Volvo,V90,Male,52,Indonesia,Datar,Orange,FALSE,04/01/2007,78797.01,34618.42,0.03,195.2,10.1
Cadillac,DeVille,Female,21,China,Garmo,Khaki,FALSE,14/02/2007,14907.84,14554.09,0.02,237.3,6.8
Chevrolet,Corvette,Male,37,China,Baohe,Turquoise,TRUE,20/06/2020,87979.98,2398.31,0.18,232.7,2.2
Isuzu,i-Series,Male,39,Albania,Bicaj,Red,TRUE,24/02/2015,79386.88,13155.5,0.24,124.2,11.7
Subaru,Legacy,Female,27,Poland,Ceranów,Mauv,FALSE,25/11/2016,94692.69,18678.38,0.12,217.1,6.2
Saab,9000,Male,30,Chad,Benoy,Blue,FALSE,31/03/2007,41534.58,49017.29,0.14,183.2,12.9
Lexus,SC,Female,24,China,Dongyuan,Green,TRUE,28/01/2008,83893.94,11443.77,0.05,195.5,10.8
Lamborghini,Murciélago,Female,28,Poland,Ołpiny,Maroon,TRUE,13/03/2011,66058.16,12324.34,0.23,201.1,7.7
Ford,Taurus,Male,24,Japan,Ishii,Yellow,TRUE,24/02/2007,77819.16,32494.24,0.17,184.2,11.5
Buick,Century,Female,74,Poland,Jedlina-Zdrój,Mauv,FALSE,05/09/2017,79306.23,24530.82,0.23,236.7,7.8
Pontiac,Safari,Male,49,Egypt,Al Bājūr,Violet,FALSE,20/09/2016,36437.74,2107.82,0.12,130,6.3
Isuzu,Space,Male,61,Peru,Turpay,Maroon,TRUE,16/01/2020,39286.14,17965.47,0.22,199.7,4.9
Land Rover,Range Rover,Male,65,Czech Republic,Chyšky,Green,FALSE,18/06/2018,31600.41,12206.84,0.14,246.7,13.6
Honda,Civic,Male,33,Brazil,Rio Preto da Eva,Red,TRUE,22/07/2017,12225.53,15900.33,0.13,219,14.6
Volvo,940,Female,23,Indonesia,Krajan Gebangan,Puce,TRUE,31/03/2009,66020.26,38566.35,0.04,130.2,9
Bentley,Azure,Female,52,China,Jitian,Indigo,TRUE,03/04/2019,83979.08,32057.57,0.12,213.6,9.6
Bentley,Continental,Female,42,Russia,Voronezh,Maroon,TRUE,28/07/2006,54799.35,38060.02,0.14,214.8,9.2
Lincoln,Continental Mark VII,Male,73,Greece,Anaráchi,Crimson,TRUE,07/02/2005,80379.81,31224.7,0.17,172.2,5.4
Lexus,ES,Female,33,China,Xiaofayi,Green,FALSE,28/07/2020,86719.81,2420.88,0.03,184.6,7.2
Lexus,SC,Male,73,Paraguay,Itapé,Blue,TRUE,07/10/2005,20757.85,32386.47,0.1,217.4,7.7
Mazda,Mazdaspeed 3,Female,53,Senegal,Rosso,Purple,TRUE,08/10/2005,17109.25,15255.78,0.16,179.1,12.7
Bentley,Continental Flying Spur,Male,73,Nigeria,Ngurore,Mauv,TRUE,03/10/2005,95510.19,34375.98,0.08,180.3,7
Lincoln,Continental,Female,33,Nigeria,Ogurugu,Violet,TRUE,07/11/2004,59824.88,11772.96,0.18,143.5,13.1
BMW,325,Male,69,China,Puji,Blue,FALSE,01/12/2006,96428.45,37071.8,0.21,141.4,11.7
Chrysler,Town & Country,Female,47,Sweden,Knivsta,Green,FALSE,29/07/2013,65183.42,25799.26,0.15,221.7,9.3
Lamborghini,Murciélago,Male,29,Syria,Al Bāriqīyah,Violet,TRUE,30/10/2002,20273.72,28942.91,0.15,179.8,5.5
Mercedes-Benz,SL-Class,Female,52,Portugal,A-da-Gorda,Blue,TRUE,28/12/2011,19585.05,41620.69,0.14,211.6,3.8
Mercury,Sable,Female,29,China,Baishan,Mauv,FALSE,08/08/2008,66165.88,36517.82,0.18,227.7,6.1
Chevrolet,Impala SS,Female,30,Russia,Shipunovo,Mauv,FALSE,12/07/2014,26927.24,29348.32,0.13,241.8,5.3
Chrysler,300M,Female,66,Greece,Kerasochóri,Violet,TRUE,17/06/2019,84795.42,2405.02,0.18,183.2,11.7
Ford,F-Series Super Duty,Male,62,Panama,Alto del Espino,Orange,TRUE,22/07/2003,77225.69,2567.04,0.09,122,5.4
BMW,M3,Male,60,Guatemala,Ipala,Orange,FALSE,19/04/2003,48990.63,24991.18,0.21,145.2,4
Suzuki,Esteem,Female,49,Brazil,Salgueiro,Puce,FALSE,19/04/2017,32019.65,27237.64,0.11,233.7,11.9
Mazda,CX-7,Male,48,China,Xincun,Maroon,TRUE,09/04/2007,75038.07,30367.42,0.14,160.4,2.9
Mazda,626,Male,25,Honduras,Santa Cruz,Violet,TRUE,13/11/2014,76157.48,29601.05,0.09,218.6,10.5
Infiniti,G35,Male,20,Philippines,Tigbao,Indigo,TRUE,27/06/2004,85552.31,42622.24,0.1,228.7,11.3
Pontiac,Grand Prix,Female,62,France,Avignon,Violet,TRUE,13/06/2019,12417.79,46512.46,0.16,126.6,4.2
Eagle,Talon,Female,65,Poland,Leżajsk,Orange,TRUE,24/08/2013,73479.75,13747.84,0.23,189,4.9
Kia,Amanti,Male,24,Jordan,Ma'an,Khaki,TRUE,04/06/2008,42869.2,36509.03,0.06,127.4,8.7
GMC,Yukon,Female,51,China,Shuangnian,Teal,TRUE,26/08/2018,55046.64,33016.47,0.13,125,3.7
Mercury,Grand Marquis,Male,49,Indonesia,Sukmoilang,Aquamarine,TRUE,20/10/2004,27112,35555.02,0.18,157.6,4.1
Aston Martin,DB9 Volante,Female,37,Philippines,Cabodiongan,Blue,FALSE,18/08/2008,87629.93,7543.21,0.19,163.2,9.2
Dodge,Journey,Male,56,Chile,Ovalle,Orange,FALSE,12/04/2019,20892.65,46387.56,0.13,192.4,6.6
Dodge,Avenger,Female,31,Brazil,Currais Novos,Teal,FALSE,23/04/2004,44946.6,46058.73,0.11,210.9,14.1
Mazda,MX-6,Male,26,Russia,Krutaya Gorka,Pink,FALSE,11/12/2014,99978.17,45958.19,0.15,232,3.9
Dodge,Dakota,Female,63,Russia,Klimovsk,Crimson,FALSE,23/03/2013,16852.58,24288.92,0.15,232.3,4.4
Mitsubishi,Truck,Male,38,Albania,Arrën,Goldenrod,TRUE,11/07/2015,39038.1,43982.17,0.12,176.7,14.5
Jaguar,XJ,Female,49,Indonesia,Setonokalong,Blue,FALSE,14/10/2008,26213.13,28544.29,0.19,239.9,13.2
Honda,Pilot,Male,73,United States,Anchorage,Violet,TRUE,11/03/2006,11286.43,32906.61,0.24,194.3,5.5
Lexus,CT,Female,33,China,Yangqing,Goldenrod,FALSE,20/07/2017,84502.67,27860.77,0.18,168.8,7.8
Bentley,Continental GTC,Female,43,South Africa,Maclear,Green,FALSE,22/07/2009,81284.19,11282.99,0.01,196.2,12.3
Lotus,Exige,Female,60,Canada,Olds,Mauv,FALSE,19/09/2019,65838.99,12717.44,0.12,233.8,5.3
Dodge,Viper,Female,25,France,Tarascon,Crimson,TRUE,24/03/2004,11844.7,23716.61,0.05,193.5,6.4
Lexus,LS,Female,67,Indonesia,Pakel,Mauv,TRUE,19/06/2011,91539.66,44011.5,0.06,143.8,6.3
Hyundai,Sonata,Male,57,Mexico,Progreso,Purple,FALSE,18/09/2013,52220.68,37751.38,0.19,153.8,6.8
Ford,Mustang,Male,67,Albania,Korçë,Purple,FALSE,13/11/2002,50966,48062.95,0.05,143.7,6.2
Jeep,Compass,Female,31,Sweden,Haninge,Orange,FALSE,07/07/2006,61966.9,11483.11,0.18,246.6,6.8
Nissan,Pathfinder,Female,70,Peru,Catache,Turquoise,FALSE,30/11/2005,10057.43,27334.88,0.08,227.4,3.1
Mazda,B-Series,Male,25,Indonesia,Keleng,Yellow,TRUE,14/04/2014,51384.72,15754.57,0.17,215.7,12.5
Pontiac,Grand Prix,Male,49,Poland,Dolice,Teal,FALSE,12/12/2019,17436.56,31780.4,0.23,236.3,12.6
Pontiac,Vibe,Female,26,Ukraine,Tymoshivka,Green,FALSE,14/05/2016,39566.03,8995.56,0.2,232.4,10.5
Oldsmobile,98,Male,28,China,Tuqiao,Aquamarine,TRUE,08/05/2013,23209.72,2202.01,0.01,131.5,3.8
Volvo,S60,Female,58,Canada,Airdrie,Fuscia,FALSE,10/05/2005,13670.76,19505,0.19,142.9,8.2
Volvo,S40,Female,32,Mongolia,Tsagaan-Owoo,Puce,TRUE,17/01/2013,52389.09,31465.6,0.19,195.2,3.5
Lexus,ES,Male,44,Czech Republic,Doksy,Goldenrod,TRUE,10/12/2018,18226.23,29623.63,0.2,176.7,14.8
Volkswagen,Fox,Male,62,China,Libei,Fuscia,TRUE,23/05/2002,64529.65,46469.47,0.01,143.6,6.9
Pontiac,LeMans,Male,21,China,Jinsha,Pink,FALSE,15/04/2019,81732.81,44269.89,0.05,125.4,2.9
Dodge,Ram 3500,Female,52,Germany,Freiburg im Breisgau,Aquamarine,FALSE,25/09/2002,93919.04,2542.62,0.09,154.9,6.4
Nissan,Sentra,Female,61,France,Mirecourt,Violet,FALSE,18/09/2010,49076.63,49404.02,0.13,216.8,5.8
Porsche,928,Male,45,China,Jinkou,Maroon,FALSE,31/05/2017,27836.73,15433.17,0.06,160.8,8.4
Ford,Mustang,Female,73,Peru,Namballe,Indigo,TRUE,16/09/2015,77890.25,18290.57,0.19,219.3,5.6
Land Rover,Range Rover Sport,Female,55,Cuba,Cerro,Violet,FALSE,12/10/2002,76044.87,44822.7,0.13,178.6,3.1
Dodge,Ram Van B150,Male,69,Poland,Ciechocin,Fuscia,FALSE,29/01/2012,63753.45,15315,0.15,206.8,10.2
Chrysler,Concorde,Female,54,North Korea,Kyŏngsŏng,Indigo,TRUE,19/07/2019,44275.65,10014.53,0.02,232.9,5.6
Chevrolet,Suburban 1500,Female,52,Japan,Fukuyama,Pink,FALSE,24/04/2005,58178.08,38708.47,0.03,122.3,11.2
GMC,Yukon,Male,35,Bosnia and Herzegovina,Kalenderovci Donji,Khaki,TRUE,08/11/2014,63750.48,20107.43,0.22,179.7,2.2
Mitsubishi,Space,Male,21,Indonesia,Sumurnanjung,Orange,TRUE,04/01/2004,67034.15,21450.73,0.08,200.7,14.1
Nissan,Sentra,Male,42,Myanmar,Thanatpin,Maroon,TRUE,17/06/2014,53913.02,24708.76,0.09,203.1,13
Honda,Element,Male,63,Bulgaria,Chavdar,Teal,FALSE,12/12/2003,42900.62,37373.81,0.11,170,8.2
Pontiac,Grand Am,Female,64,Indonesia,Ciherang,Teal,FALSE,14/10/2014,57004.62,9402.15,0.25,164.1,6.6
Lexus,LS,Male,21,Palestinian Territory,‘Ābūd,Green,TRUE,10/07/2017,78703.01,28617.18,0.08,197.6,14.2
Toyota,Celica,Male,31,China,Nansha,Mauv,FALSE,16/09/2017,21730.2,15648.11,0.04,227.8,11.2
Buick,Park Avenue,Female,54,Benin,Lokossa,Fuscia,FALSE,15/10/2008,39313.06,16060.37,0.04,197.7,7.8
Hyundai,Accent,Female,25,Philippines,Gumalang,Orange,FALSE,04/06/2015,51204.96,22323.07,0.09,203.2,12.2
GMC,Sierra 1500,Male,45,Indonesia,Kiruru,Goldenrod,FALSE,06/01/2003,71304.65,40288.62,0.06,195.9,4.4
Lexus,LS,Male,67,China,Guta,Purple,TRUE,10/06/2018,54989.44,47009.3,0.04,129.7,4.3
GMC,Yukon XL 2500,Male,26,Nigeria,Ila Orangun,Teal,TRUE,09/05/2015,19296.23,46688.82,0.24,173,3
Volkswagen,Passat,Female,42,Ukraine,Partenit,Blue,FALSE,07/02/2016,35279.73,20203.96,0.09,195,14.2
Subaru,Legacy,Male,71,China,Yanghou,Yellow,FALSE,03/12/2018,14660.43,18079.41,0.16,136,9.5
Hyundai,Sonata,Male,57,Yemen,Dār an Naşr,Blue,FALSE,11/11/2020,50915.51,18323.01,0.06,139.3,4.1
Mercedes-Benz,CL-Class,Female,56,Bolivia,Boyuibe,Pink,TRUE,23/02/2020,83824.64,46788.91,0.07,189.5,10.5
Volkswagen,Jetta,Female,56,Iraq,An Nāşirīyah,Pink,TRUE,16/10/2016,12161.32,37759.55,0.23,211.6,14.1
Audi,S6,Male,47,South Africa,Bothaville,Aquamarine,TRUE,11/06/2010,57603.42,31208.95,0.18,215.4,8.5
Ford,LTD Crown Victoria,Female,57,Azerbaijan,Dzagam,Maroon,FALSE,13/03/2007,39323.09,7471.52,0.24,221.9,3.5
Ford,E150,Male,41,Brazil,Porteirinha,Pink,TRUE,07/04/2010,39492.74,27769.51,0.23,174,7.1
Aston Martin,Vantage,Male,59,Uganda,Ngora,Yellow,FALSE,11/12/2019,61028.43,39208.06,0.16,233.9,11.6
Nissan,Altima,Female,66,China,Shixi,Pink,FALSE,31/07/2002,33772.63,7958.34,0.18,182.6,12.9
Ford,F150,Female,35,Ukraine,Yasinya,Goldenrod,FALSE,27/03/2005,26143.89,23756.8,0.21,241.9,13.6
BMW,760,Male,28,Greece,Drosáto,Khaki,TRUE,17/01/2018,68587.65,11396.26,0.05,227.5,9.7
Chevrolet,Camaro,Female,39,Moldova,Hînceşti,Purple,TRUE,02/05/2019,74553.54,14574.77,0.22,175.1,8.4
Mercury,Milan,Female,26,Ukraine,Ternopil’,Yellow,FALSE,23/03/2004,23002.57,3410.92,0.07,206.7,9.4
Ford,Escape,Female,41,Russia,Engel’s,Purple,FALSE,27/09/2011,17924.29,28778.93,0.05,150.1,6.3
GMC,Suburban 1500,Male,70,Japan,Mitsuke,Khaki,FALSE,11/03/2016,60920.82,40313.3,0.23,226.7,10
Chevrolet,Corvette,Female,49,Indonesia,Krajan Tengah,Indigo,FALSE,11/06/2011,63975.91,12998.28,0.23,143.2,9.6
Bentley,Azure,Female,49,Philippines,Cabungan,Red,TRUE,25/04/2013,23896.17,8836.1,0.05,195.1,8
Chevrolet,Express 1500,Female,34,Brazil,Itapetininga,Blue,FALSE,07/01/2015,95126.01,41429.98,0.22,139.3,9.2
BMW,6 Series,Female,43,Greece,Mouzourás,Pink,TRUE,24/12/2009,19132.2,20105.76,0.08,181.1,5.4
Acura,TL,Female,73,China,Huangling,Khaki,FALSE,29/08/2009,81207.73,17754.24,0.11,224.3,2.2
Saturn,VUE,Male,44,Iran,Tīrān,Teal,FALSE,09/07/2005,99771.37,3151.88,0.24,239,12.1
Chrysler,Sebring,Female,57,Philippines,La Hacienda,Mauv,FALSE,17/05/2005,10380.71,23403.51,0.08,237.6,11.9
Ford,Ranger,Female,37,Honduras,Nacaome,Orange,FALSE,11/07/2009,54436.3,46662.75,0.22,201.1,7.8
Chevrolet,3500,Male,42,Serbia,Stari Grad,Blue,TRUE,26/06/2004,60906.3,29663.25,0.1,228.5,2.7
Aston Martin,Vantage,Female,68,Croatia,Pregrada,Teal,FALSE,07/08/2008,99506.62,39541.5,0.18,197.7,3.7
Subaru,Legacy,Male,44,China,Daixi,Mauv,FALSE,21/12/2017,14193.56,4920.15,0.06,206.3,2.6
Acura,RSX,Female,71,China,Zhuangtou,Purple,TRUE,10/04/2008,40719.35,24470.72,0.11,231.1,4
Lexus,LX,Female,30,Russia,Zykovo,Fuscia,FALSE,08/08/2014,37142.8,11173.53,0.25,245.3,3.9
Infiniti,QX,Male,51,Greece,Ampeleíes,Aquamarine,TRUE,06/07/2008,62739.52,2826.63,0.1,148.8,10.1
Honda,Civic,Male,60,Indonesia,Temandangjero,Indigo,TRUE,31/12/2002,42060.38,20870.9,0.15,167.2,11.9
Audi,A4,Female,65,China,Dagang,Aquamarine,TRUE,25/01/2003,14409.79,35664.1,0.12,243.9,12.9
Kia,Sportage,Female,21,China,Wentugaole,Mauv,TRUE,17/07/2007,81877.68,44567.09,0.2,170.5,14.8
Mazda,Tribute,Female,71,France,Orléans,Pink,FALSE,25/10/2014,87943.25,30395.84,0.02,225.6,10.7
Mitsubishi,i-MiEV,Female,61,China,Xiaoguai,Mauv,FALSE,28/08/2013,77727.81,43851.64,0.04,198.2,13
Infiniti,QX56,Female,43,Cuba,Santa Cruz del Norte,Puce,FALSE,08/04/2009,65814.02,12322.53,0.17,166.8,13.2
GMC,Savana,Female,56,Colombia,Maicao,Puce,TRUE,08/02/2016,97255.93,26098.74,0.12,214.7,5
Chevrolet,Equinox,Female,33,China,Shinao,Orange,FALSE,07/03/2003,87980.53,14082.32,0.15,235.9,4.6
Pontiac,Grand Prix,Female,65,Russia,Iksha,Puce,TRUE,13/11/2018,12927.8,11896.89,0.22,202.2,12.5
Mercedes-Benz,SL-Class,Female,47,Russia,Puksoozero,Purple,FALSE,01/08/2012,38545.94,45597.33,0.2,229.1,2.6
Volkswagen,Passat,Male,47,Nigeria,Talata Mafara,Turquoise,TRUE,25/11/2015,39477.78,8915.87,0.16,240.1,9.4
Nissan,350Z Roadster,Male,40,Russia,Nagornyy,Yellow,FALSE,19/12/2003,27157.44,26596.59,0.23,155.4,14.8
Lexus,GS,Male,73,Philippines,Santa Ignacia,Teal,FALSE,07/07/2015,31232.57,21919.78,0.08,202.5,4
Pontiac,Firefly,Female,48,China,Shuanghe,Crimson,FALSE,25/01/2002,48726.2,30259.45,0.09,228.1,11.1
Mercury,Grand Marquis,Female,66,Sweden,Gävle,Pink,FALSE,16/08/2012,25966.61,5163.15,0.17,238.2,8.9
Land Rover,Range Rover,Male,62,Indonesia,Toroy,Red,FALSE,23/10/2004,58189.17,31957.64,0.16,128.7,13.5
Saab,9000,Female,29,Colombia,Tumaco,Orange,TRUE,30/11/2010,96940.97,35965.25,0.04,241.9,12.5
Ford,Thunderbird,Male,75,Croatia,Lovas,Pink,TRUE,04/02/2012,63379.89,30281.86,0.02,196.7,5.9
Aston Martin,Vantage,Female,69,Japan,Matsuyama,Maroon,TRUE,07/08/2010,64852.84,24425.94,0.21,200.8,12.2
Ford,Expedition,Female,44,Brazil,São Roque,Fuscia,FALSE,16/02/2011,70232.2,30809.51,0.09,180.6,13.5
Suzuki,Aerio,Female,50,China,Jinxiang,Crimson,FALSE,10/02/2016,83018.87,9046.5,0.08,227.4,8.1
Volvo,XC90,Male,45,Indonesia,Pinrang,Goldenrod,TRUE,20/03/2014,73078.48,7865.23,0.03,120.7,14.2
BMW,X6,Female,54,Canada,Moosomin,Red,FALSE,31/08/2008,92096.29,30017.28,0.17,190.8,9.4
Toyota,Echo,Male,23,Indonesia,Sulitair,Khaki,FALSE,31/12/2007,35341.22,23252.24,0.23,242.5,4.5
Plymouth,Acclaim,Female,56,Colombia,Ciénaga de Oro,Goldenrod,TRUE,30/07/2010,72876.42,32429.25,0.01,148.9,12.4
Isuzu,Trooper,Female,44,Ukraine,Monastyryshche,Goldenrod,TRUE,02/09/2006,79732.05,13446.89,0.1,233.1,12.4
Pontiac,Vibe,Male,51,Peru,Copa,Pink,TRUE,10/11/2009,54967.28,23548.36,0.08,176.7,8.1
Jeep,Grand Cherokee,Female,75,Canada,Neebing,Blue,FALSE,10/05/2017,76208.99,43317.08,0.24,238.8,4.3
Chevrolet,Aveo,Female,71,Dominican Republic,Nizao,Aquamarine,TRUE,16/02/2005,93914.32,15227.14,0.08,216.2,9.8
Mercedes-Benz,E-Class,Male,22,Uganda,Kotido,Puce,FALSE,19/08/2019,69994.16,41645.72,0.17,206.9,3
Chevrolet,Camaro,Female,61,Haiti,Limonade,Violet,TRUE,20/07/2015,79415.67,34427.25,0.19,163.2,11.3
Audi,S6,Male,30,Peru,Ilo,Blue,FALSE,10/09/2008,75391.74,17767.9,0.14,123.9,5.4
Ford,Taurus,Male,30,Russia,Timashëvsk,Red,TRUE,02/05/2014,85523.96,29122.19,0.2,226.9,14.4
Toyota,Camry,Female,44,Indonesia,Ciparasi,Goldenrod,TRUE,11/12/2005,21262.51,44483.31,0.13,246.5,6.9
Jeep,Commander,Female,66,Russia,Tomsk,Red,TRUE,21/02/2005,90207.08,25974.21,0.14,210.7,10.7
Mazda,Miata MX-5,Male,25,Canada,Little Current,Blue,TRUE,08/02/2005,44753.7,27094.71,0.13,234,14.9
Ford,Crown Victoria,Female,28,China,Xiabuji,Goldenrod,FALSE,19/01/2019,77534.12,20437.08,0.19,246.9,13.9
Saab,900,Female,31,Chile,Punta Arenas,Aquamarine,FALSE,09/07/2004,25442.67,39427.35,0.02,159,9.7
Nissan,Xterra,Male,30,Yemen,As Sayyānī,Crimson,TRUE,02/09/2016,78770.25,10117.41,0.05,176.5,10.1
Volkswagen,Golf,Female,22,Thailand,Kao Liao,Violet,FALSE,25/12/2013,91951.79,45581.54,0.07,178.6,4.1
Hyundai,Elantra,Male,67,United States,Winston Salem,Orange,FALSE,18/06/2010,10603.45,5142.2,0.25,206.4,11.3
Mazda,MPV,Male,63,Portugal,Elvas,Khaki,FALSE,04/03/2004,49333.8,4255,0.05,229.8,3
Saturn,Sky,Female,44,Malta,Balzan,Orange,FALSE,16/08/2012,70287.89,12642.43,0.23,203.7,8
Mercedes-Benz,C-Class,Male,23,Guatemala,Morales,Khaki,FALSE,30/12/2012,30566.44,21779.61,0.09,148.6,6.5
Chevrolet,Tahoe,Female,25,Portugal,Fiães,Orange,TRUE,16/11/2015,76142.97,14377.27,0.16,125.9,6.3
Dodge,Ram Wagon B350,Male,33,Portugal,São Miguel do Rio Torto,Mauv,FALSE,10/04/2004,68129.31,20459.7,0.11,196.1,4.9
Geo,Tracker,Male,65,Peru,Las Yaras,Goldenrod,TRUE,24/05/2018,17670.01,32835.34,0.03,211.6,8.1
Toyota,Prius,Female,29,Indonesia,Karangnunggal,Fuscia,TRUE,29/12/2011,32644.57,45911.51,0.02,217.2,3.3
Chevrolet,G-Series G30,Male,74,Sierra Leone,Tongole,Orange,TRUE,24/05/2006,13703.81,27487.43,0.08,249.2,10.4
BMW,M3,Male,57,United States,Garden Grove,Indigo,FALSE,20/08/2010,55684.43,42890.5,0.02,248.2,2
Mitsubishi,Diamante,Female,30,Croatia,Ernestinovo,Crimson,TRUE,14/08/2018,52155.6,22899.54,0.07,249.2,2.3
Chevrolet,Lumina,Male,33,Indonesia,Bunisari,Turquoise,FALSE,10/04/2012,73712.45,25318.37,0.16,194.2,5.7
Acura,ZDX,Male,40,Russia,Mozdok,Yellow,TRUE,05/07/2006,26614.09,6709.61,0.23,164.8,6.8
Infiniti,Q,Male,58,China,Fengmu,Mauv,FALSE,31/07/2018,16268.79,21119.74,0.22,141.9,14.3
Ford,ZX2,Female,33,Japan,Ōdate,Aquamarine,TRUE,26/04/2009,80966.31,21477.21,0.11,193.4,3.3
Saab,900,Male,27,Norway,Oslo,Blue,TRUE,26/07/2007,18568.67,25133.55,0.17,167,14.1
Mercedes-Benz,CLK-Class,Male,74,Pakistan,Malakwāl,Crimson,TRUE,23/12/2012,21079.87,37309.37,0.03,239.4,6.3
Saturn,Outlook,Female,63,China,Yangxunqiao,Teal,TRUE,01/07/2012,91586.87,24956.01,0.04,140,8.9
BMW,M5,Male,51,Portugal,Pegões,Crimson,FALSE,29/12/2003,97006.68,35278.3,0.21,152.9,5.8
Mitsubishi,Outlander,Male,27,Philippines,Baunu-Timbangan,Indigo,TRUE,21/03/2003,96441.2,4520.46,0.08,240.8,11.3
GMC,Suburban 1500,Female,40,Cameroon,Yagoua,Goldenrod,FALSE,07/10/2010,92912.09,37231.23,0.06,244.4,4.3
Mazda,626,Male,47,Belarus,Dzyatlava,Purple,FALSE,30/06/2015,48219.12,38286.85,0.08,189.4,8.8
Subaru,Justy,Female,62,Indonesia,Cikaso,Maroon,TRUE,02/07/2012,81777.88,40153.1,0.23,245.6,13
Lincoln,Town Car,Female,38,Indonesia,Mojorembun,Maroon,TRUE,16/06/2020,46394.49,25963.25,0.1,127.6,8.3
Lincoln,MKS,Female,69,China,Pingyin,Violet,TRUE,06/10/2011,21856.71,34815.45,0.08,159.3,6.7
GMC,1500,Male,39,Sweden,Mariestad,Turquoise,FALSE,20/09/2007,99548.03,25824.83,0.22,148.3,6.9
Buick,Skylark,Female,21,China,Fukou,Turquoise,TRUE,15/02/2013,75268.03,5400.92,0.23,123.6,3.5
GMC,Safari,Male,22,Portugal,Monsanto,Blue,FALSE,16/07/2014,69528.95,25305.27,0.11,214.8,13.5
Peugeot,207,Male,73,Spain,Albacete,Maroon,TRUE,02/06/2007,13662.69,34021.1,0.04,232,2.1
Ford,E150,Female,43,Honduras,El Escanito,Fuscia,FALSE,07/07/2012,39334.19,20772.15,0.22,174.5,6.9
Chevrolet,Silverado,Female,53,France,Courbevoie,Red,FALSE,10/04/2009,98931.97,5032.91,0.21,144.7,12
Acura,Integra,Female,40,Philippines,Curuan,Orange,TRUE,01/05/2003,78768.87,20708,0.22,135.4,13.9
GMC,Safari,Male,63,Brunei,Kuala Belait,Yellow,FALSE,13/09/2009,43528.39,45701.86,0.06,154,14.9
Hyundai,XG350,Male,56,Latvia,Nīca,Turquoise,TRUE,22/12/2011,92610.37,38839.69,0.16,178.2,4.7
Mitsubishi,GTO,Female,42,Indonesia,Cikalong,Violet,TRUE,04/12/2011,44866.1,15402.83,0.12,226.7,4.6
Ford,Ranger,Male,33,Philippines,Tuburan,Pink,TRUE,11/12/2003,23797,42070.66,0.11,205.2,5.4
Cadillac,Escalade EXT,Male,39,Ivory Coast,Adzopé,Goldenrod,TRUE,01/07/2015,53832.62,41736.81,0.08,215.7,6.5
Suzuki,Swift,Female,39,Serbia,Padina,Khaki,FALSE,06/06/2011,92057.07,14648.77,0.03,162.7,3.6
Toyota,Solara,Female,67,Ukraine,Energodar,Green,FALSE,25/09/2004,51520,15394.01,0.05,201.3,14.2
Toyota,Sequoia,Female,24,Japan,Setaka,Aquamarine,FALSE,19/05/2010,30391.69,14203.94,0.23,189.3,5.9
Volkswagen,Passat,Female,62,Portugal,Além,Blue,TRUE,14/07/2003,70943.26,32901.83,0.04,240.2,11.8
Chevrolet,Silverado 2500,Female,39,Poland,Husów,Mauv,FALSE,12/07/2004,27040.84,46185.53,0.07,201.8,7.4
Kia,Sedona,Male,49,New Zealand,Gore,Green,TRUE,21/10/2013,79676.04,2608.89,0.02,233.2,13.9
Ford,Probe,Female,45,Philippines,Palangue,Turquoise,TRUE,29/07/2020,94709.54,14567.96,0.16,243.9,14.2
Chevrolet,Malibu,Female,31,Ecuador,Catamayo,Mauv,FALSE,01/12/2008,63422.17,30207.57,0.19,222.3,10.9
Volvo,C70,Female,39,Poland,Wiślica,Red,FALSE,31/12/2007,74165.69,12003.89,0.13,149.7,3.8
Lamborghini,Murciélago,Male,52,Lebanon,Sîr ed Danniyé,Crimson,FALSE,06/01/2004,44993.76,4472,0.09,129.3,8
Mercedes-Benz,R-Class,Male,53,New Zealand,Levin,Orange,TRUE,01/06/2019,42483.19,24356.21,0.16,234.8,10.3
Subaru,Brat,Male,47,Egypt,Ashmūn,Aquamarine,FALSE,03/11/2020,42030.82,44066.38,0.2,196.2,7.8
BMW,3 Series,Male,64,Afghanistan,Sang-e Chārak,Orange,TRUE,19/04/2006,47630.08,48131.97,0.24,144.9,3.8
Volvo,C70,Male,33,China,Xinan,Puce,FALSE,11/04/2020,51173.74,3591.02,0.22,209,14.1
Volkswagen,Jetta,Female,20,Ethiopia,Mīzan Teferī,Purple,FALSE,10/04/2003,14631.32,19346.6,0.04,198.3,11.9
Mercedes-Benz,E-Class,Female,58,China,Tielong,Purple,FALSE,21/07/2017,48611.55,13687.94,0.24,150.6,13.3
